city,city_ascii,lat,lng,country
Shelekhov,Shelekhov,52.2167,104.1167,Russia
Faya,Faya,17.9169,19.1167,Chad
Bokāro,Bokaro,23.7871,85.9564,India
North Highlands,North Highlands,38.6713,-121.3721,United States
Ami,Ami,36.0308,140.2148,Japan
Durham,Durham,54.7761,-1.5733,United Kingdom
Dornbirn,Dornbirn,47.4139,9.7444,Austria
Bacolor,Bacolor,14.9984,120.6526,Philippines
Balimbing,Balimbing,5.0728,119.8847,Philippines
Tuckahoe,Tuckahoe,37.5878,-77.5858,United States
Wake Forest,Wake Forest,35.9632,-78.5140,United States
Scafati,Scafati,40.7536,14.5253,Italy
Minot,Minot,48.2375,-101.2780,United States
Araci,Araci,-11.3328,-38.9669,Brazil
Roswell,Roswell,33.3730,-104.5294,United States
Nettuno,Nettuno,41.4575,12.6611,Italy
Colonia del Sol,Colonia del Sol,22.9125,-109.9208,Mexico
Bocaiúva,Bocaiuva,-17.1078,-43.8150,Brazil
Aquidauana,Aquidauana,-20.4708,-55.7869,Brazil
Kanye,Kanye,-24.9833,25.3500,Botswana
Kashira,Kashira,54.8333,38.1667,Russia
Monroe,Monroe,40.3191,-74.4286,United States
Hennef,Hennef,50.7833,7.2833,Germany
Tunduru,Tunduru,-11.0667,37.3500,Tanzania
Liutuancun,Liutuancun,36.9450,119.3950,China
Santangpai,Santangpai,27.4008,111.9942,China
Nāngal Township,Nangal Township,31.3850,76.3750,India
Ena,Ena,35.4492,137.4128,Japan
Monopoli,Monopoli,40.9500,17.3000,Italy
Yongping,Yongping,37.0103,109.8243,China
Cuetzalan,Cuetzalan,20.0333,-97.5167,Mexico
Ash Shaykh Badr,Ash Shaykh Badr,34.9833,36.0833,Syria
Kasuya,Kasuya,33.6167,130.4833,Japan
Iwakura,Iwakura,35.2794,136.8714,Japan
Okhtyrka,Okhtyrka,50.3030,34.8920,Ukraine
Basoko,Basoko,1.2333,23.6000,Congo (Kinshasa)
Sadāseopet,Sadaseopet,17.6203,77.9539,India
New Washington,New Washington,11.6483,122.4339,Philippines
Hoskote,Hoskote,13.0721,77.7892,India
Barras,Barras,-4.2469,-42.2958,Brazil
Clondalkin,Clondalkin,53.3203,-6.3947,Ireland
Carepa,Carepa,7.7578,-76.6553,Colombia
Bhamo,Bhamo,24.2667,97.2333,Burma
Wauwatosa,Wauwatosa,43.0616,-88.0347,United States
Bothell,Bothell,47.7735,-122.2044,United States
Birendranagar,Birendranagar,28.6000,81.6333,Nepal
Glenview,Glenview,42.0825,-87.8214,United States
Vila Verde,Vila Verde,41.6500,-8.4333,Portugal
Tibigan,Tibigan,9.9500,123.9700,Philippines
Figueras,Figueras,42.2667,2.9650,Spain
Dyero,Dyero,13.6858,-5.8342,Mali
Chong Nonsi,Chong Nonsi,13.6965,100.5427,Thailand
Rockwall,Rockwall,32.9169,-96.4374,United States
Báguanos,Baguanos,20.7631,-76.0297,Cuba
Golpāyegān,Golpayegan,33.4508,50.2817,Iran
Jalandhar Cantonment,Jalandhar Cantonment,31.2860,75.6150,India
Cornwall,Cornwall,45.0275,-74.7400,Canada
La Reja,La Reja,-34.6394,-58.8283,Argentina
Hørsholm,Horsholm,55.8803,12.5081,Denmark
Pativilca,Pativilca,-10.6958,-77.7742,Peru
Jiquilisco,Jiquilisco,13.3167,-88.5833,El Salvador
Monte Santo,Monte Santo,-10.4378,-39.3328,Brazil
Luwuk,Luwuk,-0.9396,122.7900,Indonesia
Donetsk,Donetsk,48.3333,39.9333,Russia
Wilson,Wilson,35.7311,-77.9284,United States
Victoriaville,Victoriaville,46.0500,-71.9667,Canada
Oranienburg,Oranienburg,52.7544,13.2369,Germany
Bhatkal,Bhatkal,13.9853,74.5553,India
Higashine,Higashine,38.4313,140.3911,Japan
Güroymak,Guroymak,38.5769,42.0211,Turkey
Águeda,Agueda,40.5744,-8.4481,Portugal
Ad Darwa,Ad Darwa,33.4167,-7.5333,Morocco
Al Madrah Samā’il,Al Madrah Sama'il,23.3103,57.9455,Oman
Tremembé,Tremembe,-22.9597,-45.5403,Brazil
Dūngarpur,Dungarpur,23.8400,73.7200,India
Mamburao,Mamburao,13.2233,120.5960,Philippines
Diamantina,Diamantina,-18.2489,-43.6000,Brazil
Rancho Santa Margarita,Rancho Santa Margarita,33.6318,-117.5988,United States
Chandrāwāda,Chandrawada,21.6525,69.6746,India
Kamidani,Kamidani,34.1575,135.2397,Japan
Zawiercie,Zawiercie,50.5000,19.4167,Poland
Monte Carmelo,Monte Carmelo,-18.7267,-47.4994,Brazil
Ocosingo,Ocosingo,16.9072,-92.0961,Mexico
Vale de Cavalos,Vale de Cavalos,38.6500,-9.1500,Portugal
Montrouge,Montrouge,48.8172,2.3219,France
Amahai,Amahai,-3.3331,128.9190,Indonesia
Ambatondrazaka,Ambatondrazaka,-17.8256,48.4289,Madagascar
Pabellón de Arteaga,Pabellon de Arteaga,22.1500,-102.2667,Mexico
La Mirada,La Mirada,33.9025,-118.0093,United States
Georgina,Georgina,44.3000,-79.4333,Canada
São Benedito,Sao Benedito,-4.0489,-40.8650,Brazil
Tonami,Tonami,36.6475,136.9622,Japan
Antelope,Antelope,38.7153,-121.3610,United States
Hilo,Hilo,19.6883,-155.0863,United States
San Lorenzo,San Lorenzo,-28.1200,-58.7700,Argentina
Invercargill,Invercargill,-46.4131,168.3475,New Zealand
Longchamps,Longchamps,-34.8500,-58.3833,Argentina
Gracias,Gracias,14.5889,-88.5819,Honduras
Landau,Landau,49.2000,8.1167,Germany
Ono,Ono,34.8497,134.9342,Japan
Yumbe,Yumbe,3.4650,31.2450,Uganda
Chetouane,Chetouane,34.9203,-1.2897,Algeria
Al Aaroui,Al Aaroui,35.0029,-3.0311,Morocco
Gavá,Gava,41.3072,2.0039,Spain
Hitachi-ota,Hitachi-ota,36.5383,140.5309,Japan
Dumka,Dumka,24.4200,87.3400,India
‘Āmūdā,`Amuda,37.1042,40.9300,Syria
Yecun,Yecun,33.7663,110.1305,China
Kokkola,Kokkola,63.8367,23.1333,Finland
Catriel,Catriel,-37.8667,-67.8333,Argentina
Helsingør,Helsingor,56.0361,12.6083,Denmark
Chioggia,Chioggia,45.2196,12.2789,Italy
Sogod,Sogod,10.3800,124.9800,Philippines
Pampán,Pampan,9.4511,-70.4758,Venezuela
Vich,Vich,41.9303,2.2547,Spain
Mairena del Aljarafe,Mairena del Aljarafe,37.3333,-6.0667,Spain
Lamía,Lamia,38.9000,22.4333,Greece
San Luis Obispo,San Luis Obispo,35.2669,-120.6690,United States
Puerto Lempira,Puerto Lempira,15.2667,-83.7667,Honduras
Bunawan,Bunawan,8.1800,125.9900,Philippines
Rengam,Rengam,1.8833,103.4000,Malaysia
Gaocheng,Gaocheng,30.0167,100.2667,China
Okaya,Okaya,36.0671,138.0493,Japan
Buena Vista Tomatlán,Buena Vista Tomatlan,19.2102,-102.5869,Mexico
Aznā,Azna,33.4597,49.4547,Iran
Egg Harbor,Egg Harbor,39.3787,-74.6102,United States
Changanācheri,Changanacheri,9.4667,76.5500,India
Dalaman,Dalaman,36.7667,28.8000,Turkey
Poso,Poso,-1.4000,120.7500,Indonesia
Roseville,Roseville,42.5074,-82.9369,United States
Newark,Newark,37.5201,-122.0307,United States
Dülmen,Dulmen,51.8308,7.2783,Germany
Campi Bisenzio,Campi Bisenzio,43.8167,11.1333,Italy
Umarkhed,Umarkhed,19.6014,77.6888,India
Serowe,Serowe,-22.3833,26.7167,Botswana
Liuhu,Liuhu,35.5449,106.6801,China
Inđija,Indija,45.0500,20.0833,Serbia
Perth,Perth,56.3958,-3.4333,United Kingdom
Zutphen,Zutphen,52.1400,6.1950,Netherlands
Atarra,Atarra,25.2800,80.5700,India
La Vega,La Vega,2.0008,-76.7778,Colombia
Altos,Altos,-5.0389,-42.4608,Brazil
Osório,Osorio,-29.8942,-50.2652,Brazil
Chaparral,Chaparral,3.7236,-75.4847,Colombia
Malinao,Malinao,13.4000,123.7000,Philippines
Nanto,Nanto,36.5878,136.9194,Japan
Lousada,Lousada,41.3000,-8.2400,Portugal
Villa Constitución,Villa Constitucion,-33.2333,-60.3333,Argentina
Chenalhó,Chenalho,16.9333,-92.5667,Mexico
Penco,Penco,-36.7333,-72.9833,Chile
Voluntari,Voluntari,44.4925,26.1914,Romania
Vryheid,Vryheid,-27.7669,30.8000,South Africa
Sanski Most,Sanski Most,44.7667,16.6667,Bosnia and Herzegovina
Barnet,Barnet,51.6444,-0.1997,United Kingdom
Sayanogorsk,Sayanogorsk,53.0500,91.4500,Russia
Wejherowo,Wejherowo,54.6000,18.2500,Poland
Jobabo,Jobabo,20.9078,-77.2831,Cuba
General Martín Miguel de Güemes,General Martin Miguel de Guemes,-24.6667,-65.0500,Argentina
Sumisip,Sumisip,6.4200,121.9800,Philippines
Qasbat Tadla,Qasbat Tadla,32.6000,-6.2667,Morocco
Aubagne,Aubagne,43.2908,5.5708,France
Kifisiá,Kifisia,38.0833,23.8167,Greece
Saint-Malo,Saint-Malo,48.6500,-2.0100,France
Azhikkōd,Azhikkod,11.9076,75.3446,India
Azhikkal,Azhikkal,11.9076,75.3446,India
Kingisepp,Kingisepp,59.3667,28.6167,Russia
Rio de Mouro,Rio de Mouro,38.7840,-9.3220,Portugal
Arsenyev,Arsenyev,44.1667,133.2500,Russia
Loum,Loum,4.7180,9.7300,Cameroon
Mentor,Mentor,41.6893,-81.3362,United States
Talghar,Talghar,43.3000,77.2333,Kazakhstan
Ocoee,Ocoee,28.5796,-81.5332,United States
Évreux,Evreux,49.0200,1.1500,France
São José de Mipibu,Sao Jose de Mipibu,-6.0833,-35.2500,Brazil
San Andrés de Sotavento,San Andres de Sotavento,9.1500,-75.5000,Colombia
Mataquescuintla,Mataquescuintla,14.5336,-90.1839,Guatemala
Gosen,Gosen,37.7444,139.1826,Japan
Snizhne,Snizhne,48.0283,38.7656,Ukraine
Cunén,Cunen,15.3333,-91.0333,Guatemala
Oued Sly,Oued Sly,36.1000,1.2000,Algeria
Ayapel,Ayapel,8.3167,-75.1500,Colombia
Vikramasingapuram,Vikramasingapuram,8.6700,77.3300,India
Perinton,Perinton,43.0781,-77.4283,United States
Waspán,Waspan,14.7333,-83.9667,Nicaragua
Melle,Melle,52.2044,8.3389,Germany
Jiāganj,Jiaganj,24.2300,88.2700,India
Livny,Livny,52.4239,37.5997,Russia
Manappārai,Manapparai,10.6075,78.4253,India
Kasumbalesa,Kasumbalesa,-12.2564,27.8028,Congo (Kinshasa)
As Sa‘dīyah,As Sa`diyah,34.1906,45.1208,Iraq
Rowland Heights,Rowland Heights,33.9716,-117.8912,United States
Zhongtanying,Zhongtanying,40.2125,116.5844,China
Evesham,Evesham,39.8605,-74.8947,United States
Kikugawa,Kikugawa,34.7500,138.0833,Japan
Douz,Douz,33.4500,9.0167,Tunisia
Otradnyy,Otradnyy,53.3667,51.3500,Russia
Děčín,Decin,50.7736,14.1961,Czechia
La Courneuve,La Courneuve,48.9322,2.3967,France
Fort Pierce,Fort Pierce,27.4255,-80.3431,United States
Albuera,Albuera,10.9186,124.6923,Philippines
Rivoli,Rivoli,45.0667,7.5167,Italy
Yabrūd,Yabrud,33.9667,36.6667,Syria
Urrao,Urrao,6.3156,-76.1342,Colombia
Sidrolândia,Sidrolandia,-20.9319,-54.9608,Brazil
Capão Bonito,Capao Bonito,-24.0058,-48.3494,Brazil
Cumanayagua,Cumanayagua,22.1522,-80.2011,Cuba
Paderno Dugnano,Paderno Dugnano,45.5667,9.1667,Italy
Ayungon,Ayungon,9.8584,123.1468,Philippines
Pilar,Pilar,11.4878,122.9956,Philippines
Brea,Brea,33.9254,-117.8655,United States
Cantel,Cantel,14.8112,-91.4555,Guatemala
Şowme‘eh Sarā,Sowme`eh Sara,37.3000,49.3142,Iran
Mattanūr,Mattanur,11.9310,75.5720,India
Campobasso,Campobasso,41.5667,14.6667,Italy
Qingyuan,Qingyuan,24.5004,108.6667,China
Zarzal,Zarzal,4.3983,-76.0772,Colombia
Oro Valley,Oro Valley,32.4208,-110.9767,United States
Chaïdári,Chaidari,38.0167,23.6500,Greece
Dracena,Dracena,-21.4828,-51.5328,Brazil
Hagaribommanahalli,Hagaribommanahalli,15.0400,76.2000,India
Hà Tiên,Ha Tien,10.3833,104.4833,Vietnam
Pallipālaiyam,Pallipalaiyam,11.3679,77.7435,India
Calimaya,Calimaya,19.1608,-99.6172,Mexico
Corato,Corato,41.1500,16.4000,Italy
East Providence,East Providence,41.8065,-71.3565,United States
Saranambana,Saranambana,-17.2500,49.1833,Madagascar
Dahutang,Dahutang,28.0694,112.5442,China
Al Balyanā,Al Balyana,26.2333,32.0000,Egypt
Banisilan,Banisilan,7.5000,124.7000,Philippines
Haeryong,Haeryong,34.9131,127.5394,"Korea, South"
Casalnuovo di Napoli,Casalnuovo di Napoli,40.9167,14.3500,Italy
Liulin,Liulin,36.5478,109.4725,China
Viti,Viti,42.3167,21.3500,Kosovo
Santo Domingo,Santo Domingo,22.5833,-80.2383,Cuba
Jitaicun,Jitaicun,36.3533,115.3048,China
Cuilapa,Cuilapa,14.2833,-90.3000,Guatemala
San Benedetto del Tronto,San Benedetto del Tronto,42.9500,13.8833,Italy
Nandikotkūr,Nandikotkur,15.8670,78.2670,India
Herzogenrath,Herzogenrath,50.8667,6.1000,Germany
Chomutov,Chomutov,50.4611,13.4167,Czechia
Tomioka,Tomioka,36.2599,138.8899,Japan
Esplugas de Llobregat,Esplugas de Llobregat,41.3767,2.0858,Spain
Selu,Selu,19.4551,76.4372,India
Stretford,Stretford,53.4466,-2.3086,United Kingdom
Vyshniy Volochëk,Vyshniy Volochek,57.5833,34.5667,Russia
Soest,Soest,52.1833,5.3000,Netherlands
Maţāy,Matay,28.4167,30.7500,Egypt
Mēla Gūdalūr,Mela Gudalur,9.6806,77.2462,India
Martina Franca,Martina Franca,40.6333,17.0333,Italy
Valencia,Valencia,8.2592,-76.1469,Colombia
Boujad,Boujad,32.7667,-6.4000,Morocco
Campo Maior,Campo Maior,-4.8333,-42.1736,Brazil
Borgne,Borgne,19.8500,-72.5333,Haiti
Kabasalan,Kabasalan,7.7968,122.7627,Philippines
Neunkirchen,Neunkirchen,49.3500,7.1667,Germany
Poções,Pocoes,-14.5167,-40.3500,Brazil
Lecco,Lecco,45.8500,9.4000,Italy
Banbury,Banbury,52.0610,-1.3360,United Kingdom
Beckenham,Beckenham,51.4080,-0.0220,United Kingdom
Noboribetsu,Noboribetsu,42.4167,141.1000,Japan
Blois,Blois,47.5939,1.3281,France
Pearl City,Pearl City,21.4031,-157.9566,United States
João Pinheiro,Joao Pinheiro,-17.7442,-46.1739,Brazil
Lørenskog,Lorenskog,59.8989,10.9642,Norway
Nanzhuangzhen,Nanzhuangzhen,23.7210,102.8231,China
Greenford,Greenford,51.5299,-0.3488,United Kingdom
Lohja,Lohja,60.2500,24.0667,Finland
Santiago,Santiago,25.4333,-100.1333,Mexico
Isabel,Isabel,10.9300,124.4300,Philippines
Ayr,Ayr,55.4580,-4.6290,United Kingdom
Teotihuacan,Teotihuacan,19.6897,-98.8608,Mexico
San Jacinto de Buena Fe,San Jacinto de Buena Fe,-0.8986,-79.4889,Ecuador
Santa Ana Chiautempan,Santa Ana Chiautempan,19.3167,-98.1833,Mexico
Al Quşayr,Al Qusayr,34.5119,36.5764,Syria
Araioses,Araioses,-2.8900,-41.9028,Brazil
Kotelniki,Kotelniki,55.6617,37.8672,Russia
Wokingham,Wokingham,51.4100,-0.8400,United Kingdom
Hyvinkää,Hyvinkaa,60.6333,24.8500,Finland
Rovenky,Rovenky,48.0711,39.3428,Ukraine
Salina,Salina,38.8136,-97.6143,United States
Lukavac,Lukavac,44.5500,18.5167,Bosnia and Herzegovina
Jesús Menéndez,Jesus Menendez,21.1633,-76.4775,Cuba
Sanuki,Sanuki,34.3200,134.1794,Japan
La Jagua de Ibirico,La Jagua de Ibirico,9.5667,-73.3333,Colombia
South Brunswick,South Brunswick,40.3840,-74.5256,United States
Taebaek,Taebaek,37.1667,128.9833,"Korea, South"
Stepnogorsk,Stepnogorsk,52.3497,71.8900,Kazakhstan
Guaramirim,Guaramirim,-26.4500,-49.0000,Brazil
Cologno Monzese,Cologno Monzese,45.5286,9.2783,Italy
Woodstock,Woodstock,43.1306,-80.7467,Canada
Punalūr,Punalur,9.0170,76.9260,India
Kampli,Kampli,15.4063,76.6001,India
Bizerte,Bizerte,37.2778,9.8639,Tunisia
Yashan,Yashan,22.4776,112.7289,China
Ramat HaSharon,Ramat HaSharon,32.1500,34.8333,Israel
La Caleta,La Caleta,18.4639,-69.6806,Dominican Republic
Kuilsrivier,Kuilsrivier,-33.9414,18.7066,South Africa
Norala,Norala,6.5500,124.6700,Philippines
Nellikkuppam,Nellikkuppam,11.7667,79.6833,India
Daxiang,Daxiang,22.3775,112.8008,China
Ridderkerk,Ridderkerk,51.8667,4.6000,Netherlands
Hioki,Hioki,31.6117,130.3731,Japan
Dongnanyanfa,Dongnanyanfa,39.6300,116.4083,China
Padra,Padra,22.2300,73.0800,India
Fujiyoshida,Fujiyoshida,35.4875,138.8077,Japan
Schwerte,Schwerte,51.4458,7.5653,Germany
Hof,Hof,50.3167,11.9167,Germany
Muara Teweh,Muara Teweh,-0.9535,114.8981,Indonesia
Yalvaç,Yalvac,38.2956,31.1800,Turkey
Wangtan,Wangtan,39.2847,118.9800,China
Libertador General San Martín,Libertador General San Martin,-23.8000,-64.7833,Argentina
Puerto Villarroel,Puerto Villarroel,-16.8667,-64.7831,Bolivia
Suluova,Suluova,40.8333,35.6500,Turkey
Brive-la-Gaillarde,Brive-la-Gaillarde,45.1583,1.5321,France
Zarinsk,Zarinsk,53.7089,84.9672,Russia
Bruchsal,Bruchsal,49.1333,8.6000,Germany
Langford Station,Langford Station,48.4506,-123.5058,Canada
Beavercreek,Beavercreek,39.7310,-84.0624,United States
Obra,Obra,24.4200,82.9800,India
Faratsiho,Faratsiho,-19.4000,46.9500,Madagascar
Ḩajjah,Hajjah,15.6950,43.5975,Yemen
Nakai,Nakai,33.5833,133.6333,Japan
Quinte West,Quinte West,44.1833,-77.5667,Canada
Montevista,Montevista,7.7053,125.9903,Philippines
Schagen,Schagen,52.7833,4.8000,Netherlands
Lucaya,Lucaya,26.5117,-78.6431,"Bahamas, The"
Aland,Aland,17.5642,76.5685,India
Dori,Dori,14.0300,-0.0300,Burkina Faso
Tuy,Tuy,14.0200,120.7300,Philippines
Winter Garden,Winter Garden,28.5421,-81.5967,United States
Puñal,Punal,19.4000,-70.6167,Dominican Republic
Ḩadīthah,Hadithah,34.1397,42.3781,Iraq
Potomac,Potomac,39.0141,-77.1943,United States
Lower Tungawan,Lower Tungawan,7.6047,122.4228,Philippines
Świętochłowice,Swietochlowice,50.2919,18.9178,Poland
Gryazi,Gryazi,52.5000,39.9667,Russia
Vuyyūru,Vuyyuru,16.3667,80.8500,India
Cordon,Cordon,16.6700,121.4500,Philippines
Kadinamkulam,Kadinamkulam,8.6000,76.8167,India
Corroios,Corroios,38.6500,-9.1500,Portugal
Mānvi,Manvi,15.9833,77.0500,India
Jendouba,Jendouba,36.5000,8.7833,Tunisia
Farmington,Farmington,36.7555,-108.1823,United States
San Francisco de los Romo,San Francisco de los Romo,22.0833,-102.2667,Mexico
Jeomchon,Jeomchon,36.6028,127.3042,"Korea, South"
Henrietta,Henrietta,43.0555,-77.6413,United States
Santa Cruz do Rio Pardo,Santa Cruz do Rio Pardo,-22.8989,-49.6328,Brazil
Nelson,Nelson,-41.2708,173.2839,New Zealand
Skierniewice,Skierniewice,51.9528,20.1417,Poland
Kita,Kita,13.0504,-9.4833,Mali
Rodgau,Rodgau,50.0167,8.8833,Germany
Albstadt,Albstadt,48.2119,9.0239,Germany
Río Tercero,Rio Tercero,-32.1833,-64.1000,Argentina
Pakenham,Pakenham,-38.0712,145.4878,Australia
Alcira,Alcira,39.1500,-0.4350,Spain
Sardasht,Sardasht,36.1553,45.4800,Iran
La Independencia,La Independencia,16.2526,-92.0237,Mexico
Quva,Quva,40.5247,72.0700,Uzbekistan
Charleville-Mézières,Charleville-Mezieres,49.7719,4.7161,France
São Bento,Sao Bento,-2.6958,-44.8208,Brazil
Manacor,Manacor,39.5667,3.2000,Spain
Lissone,Lissone,45.6167,9.2500,Italy
Attleboro,Attleboro,41.9311,-71.2950,United States
Starogard Gdański,Starogard Gdanski,53.9667,18.5333,Poland
Nilambūr,Nilambur,11.2769,76.2258,India
Shimenzhai,Shimenzhai,40.0892,119.6019,China
Kilmarnock,Kilmarnock,55.6111,-4.4957,United Kingdom
Marino,Marino,41.7667,12.6667,Italy
Meudon,Meudon,48.8123,2.2382,France
Cuihua,Cuihua,27.7527,103.8906,China
Bhālki,Bhalki,18.0435,77.2060,India
Halle-Neustadt,Halle-Neustadt,51.4789,11.9214,Germany
Pagalungan,Pagalungan,7.0592,124.6987,Philippines
Bindura,Bindura,-17.3000,31.3333,Zimbabwe
Ban Plai Bua Phatthana,Ban Plai Bua Phatthana,13.9032,100.3989,Thailand
Starachowice,Starachowice,51.0500,21.0667,Poland
Vidin,Vidin,44.0000,22.8667,Bulgaria
Kurayoshi,Kurayoshi,35.4333,133.8167,Japan
Farim,Farim,12.4833,-15.2167,Guinea-Bissau
Cobija,Cobija,-11.0333,-68.7333,Bolivia
Zhongzhai,Zhongzhai,25.7783,107.8665,China
Douera,Douera,36.6667,2.9500,Algeria
Anandpur,Anandpur,21.2141,86.1249,India
Capannori,Capannori,43.8500,10.5667,Italy
Kouré,Koure,13.3106,2.5760,Niger
Takashima,Takashima,35.3500,136.0333,Japan
Nichelino,Nichelino,45.0000,7.6500,Italy
Pilar,Pilar,14.6700,120.5700,Philippines
San Lorenzo,San Lorenzo,-32.7500,-60.7333,Argentina
Talisay,Talisay,14.1000,121.0200,Philippines
Narvacan,Narvacan,17.4192,120.4756,Philippines
Aranđelovac,Arandelovac,44.3000,20.5667,Serbia
Santana do Ipanema,Santana do Ipanema,-9.3778,-37.2450,Brazil
Carcassonne,Carcassonne,43.2100,2.3500,France
Berëzovskiy,Berezovskiy,55.6167,86.2500,Russia
Izunokuni,Izunokuni,35.0333,138.9333,Japan
Shimeo,Shimeo,33.5833,130.4833,Japan
Huntsville,Huntsville,30.7009,-95.5567,United States
Lawas,Lawas,4.8333,115.4000,Malaysia
Chitré,Chitre,7.9667,-80.4333,Panama
Tingo María,Tingo Maria,-9.2953,-75.9975,Peru
Megion,Megion,61.0500,76.1000,Russia
Filderstadt,Filderstadt,48.6803,9.2183,Germany
Labutta,Labutta,16.1467,94.7611,Burma
Puerto Tejada,Puerto Tejada,3.2500,-76.4167,Colombia
Strongsville,Strongsville,41.3128,-81.8313,United States
Zhob,Zhob,31.3417,69.4486,Pakistan
Seabra,Seabra,-12.4189,-41.7700,Brazil
Tlalmanalco,Tlalmanalco,19.2044,-98.8025,Mexico
Choisy-le-Roi,Choisy-le-Roi,48.7630,2.4090,France
União,Uniao,-4.5858,-42.8639,Brazil
Manono,Manono,-7.2947,27.4545,Congo (Kinshasa)
Casimiro de Abreu,Casimiro de Abreu,-22.4808,-42.2039,Brazil
Eagle Mountain,Eagle Mountain,40.3137,-112.0114,United States
Noisy-le-Sec,Noisy-le-Sec,48.8894,2.4503,France
Borča,Borca,44.8700,20.4500,Serbia
Sumpango,Sumpango,14.6478,-90.7347,Guatemala
Kasaoka,Kasaoka,34.5039,133.5100,Japan
Bridgewater,Bridgewater,40.5934,-74.6076,United States
Jammalamadugu,Jammalamadugu,14.8500,78.3800,India
Acaxochitlán,Acaxochitlan,20.1667,-98.2000,Mexico
Beringen,Beringen,51.0489,5.2261,Belgium
Garhwa,Garhwa,24.1600,83.8075,India
Santurce-Antiguo,Santurce-Antiguo,43.3303,-3.0314,Spain
San Felíu de Llobregat,San Feliu de Llobregat,41.3833,2.0439,Spain
Prescott,Prescott,34.5849,-112.4473,United States
Sikandra Rao,Sikandra Rao,27.7000,78.4000,India
Cavaillon,Cavaillon,18.3000,-73.6500,Haiti
Eusébio,Eusebio,-3.8900,-38.4508,Brazil
Nova Venécia,Nova Venecia,-18.7108,-40.4008,Brazil
Bothaville,Bothaville,-27.3833,26.6167,South Africa
Bünde,Bunde,52.2000,8.6000,Germany
Livry-Gargan,Livry-Gargan,48.9192,2.5361,France
Tombôco,Tomboco,-6.8000,13.3000,Angola
Nawāshahr,Nawashahr,31.1167,76.1333,India
Trenque Lauquen,Trenque Lauquen,-35.9667,-62.7000,Argentina
Gotha,Gotha,50.9492,10.7050,Germany
Rānāvāv,Ranavav,21.6800,69.7500,India
Mairinque,Mairinque,-23.5464,-47.1836,Brazil
Bihāt,Bihat,25.4253,86.0208,India
Gahini,Gahini,-1.8422,30.4781,Rwanda
Mindat,Mindat,21.3667,93.9833,Burma
Bājil,Bajil,15.0583,43.2850,Yemen
Huilongcun,Huilongcun,32.7028,115.4742,China
Camp Perrin,Camp Perrin,18.3167,-73.8667,Haiti
Amboasary,Amboasary,-25.0500,46.3833,Madagascar
Isiolo,Isiolo,0.3500,37.5833,Kenya
Ḩarastā,Harasta,33.5667,36.3667,Syria
Ban Bang Mae Nang,Ban Bang Mae Nang,13.8815,100.3759,Thailand
Kikuchi,Kikuchi,32.9833,130.8167,Japan
Dingle,Dingle,11.0500,122.6700,Philippines
San Rafael,San Rafael,10.0417,-84.0750,Costa Rica
Jaguaquara,Jaguaquara,-13.5333,-39.9667,Brazil
Markala,Markala,13.6739,-6.0750,Mali
Santiago,Santiago,8.1004,-80.9833,Panama
Coonoor,Coonoor,11.3450,76.7950,India
Wodzisław Śląski,Wodzislaw Slaski,50.0000,18.4500,Poland
Thoubāl,Thoubal,24.6300,94.0200,India
Tamagawa,Tamagawa,33.6389,130.8061,Japan
Paraguaçu Paulista,Paraguacu Paulista,-22.4197,-50.5797,Brazil
Freeport City,Freeport City,26.5286,-78.6967,"Bahamas, The"
Olive Branch,Olive Branch,34.9610,-89.8469,United States
Ourém,Ourem,39.6500,-8.5667,Portugal
Haymana,Haymana,39.4311,32.4956,Turkey
Lupao,Lupao,15.8794,120.8994,Philippines
Donggang,Donggang,22.4667,120.4544,Taiwan
Hokota,Hokota,36.1587,140.5164,Japan
Lumba-a-Bayabao,Lumba-a-Bayabao,7.8800,124.3800,Philippines
Fastiv,Fastiv,50.0833,29.9167,Ukraine
Arlington,Arlington,42.4187,-71.1639,United States
Joal-Fadiout,Joal-Fadiout,14.1667,-16.8333,Senegal
Koupéla,Koupela,12.1794,-0.3517,Burkina Faso
Campo Novo do Parecis,Campo Novo do Parecis,-13.6750,-57.8919,Brazil
Chepén,Chepen,-7.2271,-79.4298,Peru
Fellbach,Fellbach,48.8086,9.2758,Germany
Arendal,Arendal,58.4608,8.7664,Norway
Stavroúpoli,Stavroupoli,40.6667,22.9333,Greece
Dharmaragar,Dharmaragar,24.3785,92.1783,India
Middletown,Middletown,40.1790,-74.9059,United States
Juína,Juina,-11.3778,-58.7408,Brazil
Parys,Parys,-26.9000,27.4500,South Africa
Goose Creek,Goose Creek,32.9927,-80.0055,United States
Memmingen,Memmingen,47.9878,10.1811,Germany
Tallbīsah,Tallbisah,34.8333,36.7333,Syria
Sicklerville,Sicklerville,39.7452,-74.9934,United States
Chajarí,Chajari,-30.7667,-57.9833,Argentina
Igarapé,Igarape,-20.0700,-44.3019,Brazil
Pākaur,Pakaur,24.6300,87.8500,India
Settimo Torinese,Settimo Torinese,45.1333,7.7667,Italy
Shima,Shima,34.3333,136.8333,Japan
Cheshunt,Cheshunt,51.7020,-0.0350,United Kingdom
Jablonec nad Nisou,Jablonec nad Nisou,50.7244,15.1681,Czechia
Shertallai,Shertallai,9.6869,76.3361,India
Havant,Havant,50.8517,-0.9842,United Kingdom
Aribinda,Aribinda,14.2292,-0.8633,Burkina Faso
